user_id,laptop_id,rating
U014,106,2
U014,82,5
U014,65,3
U014,121,3
U014,67,3
U014,5,3
U014,63,5
U014,85,4
U014,86,5
U014,77,5
U014,69,4
U014,146,5
U015,47,5
U015,7,2
U015,25,4
U015,101,4
U015,70,2
U015,128,3
U015,149,5
U015,67,2
U015,5,3
U015,66,3
U015,147,4
U015,116,5
U015,97,2
U015,60,5
U015,29,5
U015,104,3
U015,48,4
U015,10,4
U015,3,3
U015,107,5
U015,45,3
U015,14,5
U015,86,5
U015,31,3
U016,112,5
U016,68,3
U016,10,4
U016,136,2
U016,28,5
U016,105,4
U016,41,3
U016,87,5
U016,39,4
U016,9,4
U016,12,5
U016,130,4
U016,137,5
U016,3,3
U016,146,4
U016,140,5
U016,71,4
U016,116,5
U016,82,5
U016,139,4
U016,29,5
U016,97,2
U016,33,2
U016,25,5
U016,74,3
U017,61,4
U017,88,3
U017,84,3
U017,33,5
U017,144,3
U017,24,2
U017,105,3
U017,1,5
U017,111,2
U017,3,5
U017,41,5
U017,95,5
U017,44,3
U017,100,4
U017,134,3
U017,40,4
U017,51,3
U017,91,5
U017,26,3
U018,92,3
U018,141,5
U018,99,5
U018,49,5
U018,127,2
U018,52,4
U018,30,4
U018,28,4
U018,7,2
U018,63,5
U018,64,1
U018,4,2
U018,132,5
U018,87,5
U018,118,4
U018,51,4
U018,108,3
U018,104,3
U018,50,5
U018,19,5
U018,102,5
U018,48,3
U019,128,5
U019,136,4
U019,3,5
U019,73,3
U019,15,2
U019,44,3
U019,62,5
U019,98,5
U019,9,4
U019,84,2
U019,40,5
U019,68,5
U019,59,1
U019,21,4
U019,104,1
U019,123,5
U019,96,5
U020,40,5
U020,137,3
U020,116,3
U020,115,3
U020,33,5
U020,49,2
U020,135,4
U020,4,5
U020,74,2
U020,108,5
U020,31,5
U020,104,4
U020,7,5
U020,94,4
U020,130,5
U020,65,5
U020,64,5
U020,66,5
U020,21,3
U020,109,3
U020,3,5
U020,76,2
U020,17,3
U020,55,2
U020,34,5
U021,1,3
U021,148,2
U021,33,5
U021,53,1
U021,145,3
U021,94,4
U021,85,2
U021,87,3
U021,75,3
U021,59,1
U021,117,4
U021,83,3
U021,140,2
U021,57,1
U021,3,5
U022,125,4
U022,26,5
U022,5,2
U022,108,3
U022,120,4
U022,45,4
U022,60,5
U022,52,4
U022,62,4
U022,21,5
U022,111,5
U022,115,5
U022,44,4
U022,12,5
U022,40,3
U022,19,5
U023,103,3
U023,72,5
U023,115,4
U023,20,5
U023,37,5
U023,4,5
U023,110,2
U023,133,2
U023,85,2
U023,128,5
U023,24,1
U023,87,3
U023,114,2
U023,68,5
U023,59,2
U023,63,4
U023,8,4
U023,117,3
U023,9,5
U023,60,3
U023,62,4
U023,142,4
U023,137,3
U023,5,5
U023,125,5
U024,24,2
U024,50,1
U024,129,5
U024,61,5
U024,88,1
U024,43,2
U024,89,4
U024,65,5
U024,76,2
U024,62,5
U024,80,3
U024,104,1
U024,72,5
U024,28,3
U024,146,2
U024,147,3
U024,57,3
U024,111,3
U024,33,5
U024,115,4
U024,91,5
U024,140,2
U024,32,5
U024,106,3
U024,67,5
U025,69,5
U025,30,4
U025,128,3
U025,141,4
U025,36,4
U025,20,5
U025,6,3
U025,1,2
U025,49,5
U025,55,4
U025,17,5
U025,80,5
U025,47,4
U025,21,5
U025,71,4
U025,84,5
U025,66,3
U025,130,3
U025,126,3
U025,98,4
U025,114,5
U025,103,4
U025,27,5
U026,104,2
U026,73,3
U026,94,4
U026,59,2
U026,106,3
U026,15,4
U026,45,3
U026,64,5
U026,84,2
U026,16,3
U026,98,5
U026,37,5
U026,75,2
U026,11,5
U026,8,3
U026,141,2
U027,75,2
U027,14,2
U027,145,4
U027,72,5
U027,1,4
U027,90,3
U027,38,5
U027,129,5
U027,104,1
U027,92,5
U027,128,5
U027,99,5
U027,19,1
U027,23,2
U027,28,3
U027,84,2
U027,30,1
U027,73,3
U027,53,1
U027,37,5
U027,116,3
U027,79,3
U027,18,4
U028,144,5
U028,45,3
U028,105,4
U028,56,5
U028,147,5
U028,149,5
U028,30,4
U028,32,4
U028,17,5
U028,19,5
U028,101,2
U028,104,4
U028,83,5
U028,75,3
U028,146,5
U028,4,3
U028,119,4
U028,50,5
U029,1,3
U029,121,3
U029,134,5
U029,72,5
U029,76,3
U029,124,2
U029,135,4
U029,64,2
U029,10,3
U029,52,4
U029,23,5
U029,71,3
U029,27,5
U029,146,5
U029,63,5
U029,132,5
U029,24,5
U029,133,5
U029,92,4
U029,108,3
U030,63,4
U030,83,5
U030,104,4
U030,42,3
U030,98,3
U030,44,5
U030,86,5
U030,54,4
U030,103,4
U030,102,5
U030,7,1
U030,20,5
U030,40,3
U030,76,4
U030,43,4
U030,61,3
U031,52,3
U031,8,3
U031,92,5
U031,38,5
U031,138,5
U031,129,5
U031,119,4
U031,64,5
U031,127,5
U031,78,5
U031,121,3
U031,113,3
U031,118,1
U031,147,3
U031,43,3
U031,139,4
U031,67,5
U032,106,3
U032,22,3
U032,88,2
U032,130,5
U032,1,4
U032,13,5
U032,46,2
U032,119,3
U032,31,5
U032,87,3
U032,17,3
U032,124,5
U032,51,3
U032,41,5
U032,112,3
U032,120,3
U033,134,1
U033,95,5
U033,86,3
U033,81,2
U033,83,3
U033,123,5
U033,19,1
U033,61,5
U033,18,5
U033,37,5
U033,146,1
U033,132,5
U033,107,4
U033,71,5
U033,66,5
U033,74,1
U033,3,5
U033,50,1
U033,51,3
U033,116,2
U033,90,3
U033,103,3
U034,129,5
U034,14,4
U034,110,5
U034,60,5
U034,75,2
U034,61,3
U034,30,4
U034,28,5
U034,26,5
U034,81,5
U034,20,5
U034,130,3
U034,41,4
U034,3,2
U034,27,5
U034,88,4
U034,127,4
U034,74,4
U034,66,3
U034,141,5
U034,22,4
U034,119,5
U035,96,4
U035,17,5
U035,137,4
U035,16,2
U035,32,5
U035,9,5
U035,53,1
U035,62,4
U035,61,5
U035,95,5
U035,111,3
U035,69,5
U035,83,3
U035,8,3
U035,35,5
U035,80,4
U036,145,2
U036,127,5
U036,12,5
U036,74,2
U036,138,5
U036,38,5
U036,7,5
U036,27,3
U036,110,1
U036,3,5
U036,19,2
U036,140,4
U036,24,3
U036,142,2
U036,67,5
U036,116,2
U036,123,5
U036,2,5
U036,40,4
U037,150,5
U037,50,4
U037,102,5
U037,79,5
U037,130,4
U037,91,3
U037,144,4
U037,134,4
U037,146,4
U037,5,4
U037,97,2
U037,129,5
U037,127,2
U037,136,2
U037,116,5
U037,107,5
U037,51,5
U037,1,3
U037,55,5
U038,88,3
U038,122,5
U038,78,5
U038,92,5
U038,36,5
U038,53,3
U038,127,5
U038,106,2
U038,26,3
U038,48,5
U038,76,4
U038,135,4
U038,130,5
U038,46,2
U038,107,3
U038,91,5
U038,73,2
U038,57,3
U038,147,3
U038,121,4
U038,104,3
U038,75,2
U039,87,4
U039,126,1
U039,112,5
U039,19,5
U039,121,2
U039,62,4
U039,67,3
U039,82,4
U039,44,5
U039,12,5
U039,137,5
U039,77,5
U039,35,5
U039,61,2
U039,25,4
U039,34,3
U039,20,5
U040,70,2
U040,93,5
U040,29,4
U040,74,4
U040,106,2
U040,79,4
U040,8,2
U040,102,5
U040,73,5
U040,95,3
U040,64,2
U040,14,5
U040,139,3
U040,132,5
U040,96,4
U040,86,5
U040,25,5
U041,60,4
U041,149,5
U041,15,4
U041,36,3
U041,92,4
U041,5,3
U041,50,5
U041,137,5
U041,6,2
U041,18,3
U041,99,4
U041,140,5
U041,77,5
U041,44,5
U041,94,2
U041,23,5
U041,100,3
U042,126,2
U042,64,2
U042,34,3
U042,108,4
U042,25,5
U042,146,4
U042,133,4
U042,11,3
U042,55,4
U042,122,2
U042,121,3
U042,76,4
U042,24,5
U042,113,5
U042,106,2
U042,58,4
U042,18,3
U042,62,4
U042,125,4
U042,129,5
U042,42,3
U042,48,4
U042,63,5
U043,49,4
U043,80,5
U043,34,2
U043,20,5
U043,5,3
U043,22,4
U043,12,4
U043,23,4
U043,73,5
U043,103,5
U043,58,4
U043,53,5
U043,120,4
U043,147,5
U043,82,5
U043,65,3
U043,139,5
U043,14,4
U043,83,5
U044,9,4
U044,136,3
U044,117,5
U044,1,3
U044,47,5
U044,138,4
U044,88,4
U044,96,4
U044,77,5
U044,106,2
U044,65,4
U044,89,5
U044,33,2
U044,142,4
U044,40,3
U044,15,4
U044,6,3
U044,28,4
U044,60,4
U044,144,4
U045,94,5
U045,147,4
U045,40,5
U045,13,4
U045,86,3
U045,61,5
U045,1,4
U045,148,4
U045,112,3
U045,132,5
U045,20,3
U045,33,5
U045,150,3
U045,62,5
U045,31,5
U045,99,5
U045,115,3
U045,35,5
U045,133,2
U046,67,2
U046,117,5
U046,49,4
U046,100,3
U046,68,3
U046,126,2
U046,47,5
U046,129,5
U046,135,4
U046,4,3
U046,99,4
U046,51,4
U046,127,3
U046,150,5
U046,77,5
U046,95,3
U046,43,5
U046,14,5
U046,80,5
U046,103,5
U046,72,4
U046,60,5
U046,46,4
U046,27,5
U047,76,2
U047,42,4
U047,85,2
U047,10,5
U047,105,3
U047,17,4
U047,2,5
U047,121,5
U047,139,3
U047,34,5
U047,141,3
U047,57,3
U047,106,2
U047,36,5
U047,138,5
U047,78,4
U047,4,5
U047,99,5
U047,98,5
U047,72,5
U047,94,5
U048,48,4
U048,35,5
U048,66,5
U048,103,3
U048,62,5
U048,78,5
U048,71,5
U048,113,3
U048,121,4
U048,33,5
U048,101,5
U048,16,3
U048,50,3
U048,24,2
U048,102,5
U048,11,5
U049,112,5
U049,137,5
U049,141,5
U049,114,5
U049,110,4
U049,66,3
U049,117,5
U049,16,2
U049,32,3
U049,29,4
U049,55,4
U049,6,2
U049,41,3
U049,7,2
U049,18,3
U049,83,5
U049,58,4
U049,59,4
U049,9,4
U050,134,4
U050,93,5
U050,22,4
U050,136,2
U050,11,2
U050,144,5
U050,95,3
U050,146,4
U050,141,5
U050,132,5
U050,99,4
U050,145,5
U050,1,2
U050,50,5
U050,81,5
U051,84,5
U051,131,3
U051,39,4
U051,14,4
U051,55,4
U051,150,5
U051,81,5
U051,5,4
U051,32,5
U051,144,5
U051,49,4
U051,132,5
U051,41,3
U051,112,5
U051,106,2
U051,25,5
U051,149,5
U051,111,5
U051,104,4
U051,47,5
U051,138,4
U052,31,3
U052,96,3
U052,33,3
U052,79,5
U052,80,5
U052,107,5
U052,132,4
U052,30,4
U052,58,4
U052,76,4
U052,133,5
U052,64,2
U052,54,4
U052,4,3
U052,149,5
U052,50,5
U052,135,4
U052,51,4
U052,63,4
U053,136,3
U053,81,5
U053,51,4
U053,101,3
U053,76,4
U053,146,5
U053,77,5
U053,63,5
U053,127,3
U053,9,5
U053,107,5
U053,71,2
U053,58,4
U053,68,4
U053,123,4
U053,133,4
U053,40,3
U053,28,4
U053,20,5
U053,39,4
U053,54,4
U053,53,4
U053,34,3
U053,52,4
U053,65,4
U054,11,4
U054,130,5
U054,19,1
U054,39,5
U054,67,4
U054,134,1
U054,142,3
U054,12,5
U054,139,3
U054,108,5
U054,61,5
U054,97,5
U054,112,1
U054,73,3
U054,122,5
U054,46,4
U054,88,1
U054,77,4
U054,140,2
U054,110,2
U054,64,5
U054,35,5
U054,111,3
U054,80,4
U055,63,4
U055,134,4
U055,25,4
U055,109,4
U055,36,2
U055,132,5
U055,53,4
U055,84,4
U055,75,3
U055,42,4
U055,20,5
U055,122,3
U055,69,4
U055,141,5
U055,125,4
U055,7,2
U055,136,2
U056,28,5
U056,121,2
U056,136,2
U056,84,5
U056,22,4
U056,146,4
U056,122,3
U056,125,3
U056,93,4
U056,45,3
U056,56,5
U056,108,3
U056,49,4
U056,105,4
U056,39,3
U056,30,4
U056,73,5
U056,115,5
U056,82,5
U056,89,4
U056,47,5
U056,31,3
U056,83,5
U056,53,5
U056,119,5
U057,99,5
U057,132,5
U057,24,3
U057,142,3
U057,107,2
U057,11,5
U057,50,2
U057,7,5
U057,10,5
U057,121,5
U057,4,5
U057,109,3
U057,95,5
U057,53,3
U057,42,4
U057,125,5
U057,49,1
U058,49,4
U058,63,4
U058,41,4
U058,86,5
U058,12,5
U058,85,4
U058,91,3
U058,125,3
U058,9,4
U058,90,5
U058,62,4
U058,1,2
U058,133,4
U058,40,2
U058,136,3
U058,74,5
U058,95,2
U058,7,3
U058,145,5
U058,58,4
U058,117,5
U059,80,5
U059,102,5
U059,105,3
U059,60,5
U059,117,5
U059,34,3
U059,37,2
U059,140,5
U059,26,5
U059,14,5
U059,143,5
U059,29,5
U059,81,5
U059,57,5
U059,108,4
U059,9,3
U059,33,2
U059,69,4
U059,31,1
U059,146,5
U059,3,2
U059,10,3
U060,63,4
U060,109,5
U060,135,4
U060,22,4
U060,46,3
U060,83,5
U060,17,5
U060,8,2
U060,59,5
U060,96,4
U060,27,4
U060,117,5
U060,146,5
U060,89,4
U060,29,4
U060,43,3
U060,84,5
U060,47,5
U060,68,4
U060,34,2
U060,111,5
U061,97,2
U061,90,5
U061,130,3
U061,76,3
U061,125,4
U061,92,4
U061,31,3
U061,139,3
U061,65,4
U061,105,3
U061,84,5
U061,2,4
U061,75,3
U061,17,5
U061,53,5
U061,35,4
U061,118,3
U061,126,3
U061,61,3
U061,112,5
U061,66,3
U061,44,4
U061,142,5
U061,91,3
U061,30,4
U062,143,4
U062,73,5
U062,49,4
U062,112,5
U062,53,4
U062,81,5
U062,83,5
U062,66,3
U062,140,5
U062,71,3
U062,60,4
U062,97,3
U062,135,4
U062,4,1
U062,3,3
U062,96,4
U062,21,5
U062,106,1
U062,11,2
U062,115,5
U062,20,5
U062,51,4
U063,24,4
U063,66,3
U063,148,5
U063,28,5
U063,7,2
U063,54,4
U063,62,4
U063,33,3
U063,127,2
U063,146,4
U063,14,4
U063,47,5
U063,82,5
U063,134,4
U063,27,4
U063,135,4
U063,18,3
U063,4,2
U063,36,3
U063,78,4
U063,79,4
U063,149,5
U063,95,3
U064,63,4
U064,138,5
U064,90,3
U064,47,3
U064,26,3
U064,12,5
U064,22,4
U064,145,3
U064,65,5
U064,17,3
U064,149,2
U064,86,3
U064,27,3
U064,116,2
U064,125,5
U065,128,5
U065,117,4
U065,98,5
U065,134,1
U065,110,2
U065,49,2
U065,142,3
U065,94,4
U065,55,1
U065,102,5
U065,89,4
U065,106,2
U065,1,4
U065,2,4
U065,140,2
U065,105,3
U065,127,5
U066,41,5
U066,2,4
U066,126,5
U066,104,2
U066,52,3
U066,33,5
U066,97,5
U066,57,2
U066,36,5
U066,35,5
U066,7,5
U066,140,2
U066,43,2
U066,49,1
U066,91,5
U066,138,5
U066,94,4
U066,60,4
U066,74,1
U067,19,2
U067,25,2
U067,36,5
U067,7,5
U067,6,4
U067,44,3
U067,11,5
U067,88,1
U067,5,5
U067,57,1
U067,21,3
U067,41,5
U067,73,4
U067,121,4
U067,13,4
U068,24,3
U068,5,5
U068,19,3
U068,27,2
U068,35,5
U068,70,4
U068,145,3
U068,107,2
U068,73,3
U068,26,4
U068,111,2
U068,46,3
U068,137,3
U068,136,3
U068,108,5
U069,5,5
U069,23,3
U069,12,5
U069,7,5
U069,71,5
U069,22,3
U069,61,4
U069,48,5
U069,49,1
U069,103,3
U069,57,3
U069,115,3
U069,85,2
U069,11,5
U069,144,2
U069,51,2
U069,68,5
U069,138,5
U069,106,2
U069,122,5
U069,37,5
U069,20,4
U069,59,3
U069,65,5
U070,93,5
U070,3,5
U070,122,4
U070,134,3
U070,82,2
U070,56,3
U070,132,5
U070,74,2
U070,139,2
U070,130,5
U070,12,5
U070,96,5
U070,16,3
U070,58,2
U070,110,2
U070,118,2
U070,52,3
U070,143,2
U070,89,2
U071,140,5
U071,1,2
U071,70,3
U071,15,3
U071,72,5
U071,113,5
U071,146,4
U071,122,3
U071,41,4
U071,123,3
U071,149,5
U071,103,4
U071,66,3
U071,36,3
U071,57,5
U071,82,5
U071,68,4
U071,124,3
U072,28,3
U072,29,1
U072,59,2
U072,49,2
U072,135,4
U072,16,3
U072,128,5
U072,64,5
U072,57,2
U072,107,3
U072,134,1
U072,105,3
U072,100,5
U072,5,5
U072,85,1
U072,122,5
U072,44,2
U072,108,5
U072,13,4
U073,99,5
U073,101,5
U073,141,2
U073,37,5
U073,58,2
U073,13,3
U073,52,3
U073,121,4
U073,59,2
U073,102,5
U073,64,4
U073,27,2
U073,43,2
U073,28,3
U073,131,5
U073,53,3
U073,129,5
U073,120,2
U073,138,4
U073,19,2
U073,132,5
U074,46,3
U074,136,3
U074,73,3
U074,3,5
U074,30,2
U074,103,2
U074,124,5
U074,27,2
U074,131,4
U074,99,5
U074,130,5
U074,13,4
U074,126,4
U074,58,1
U074,22,3
U074,16,4
U074,4,4
U074,87,3
U074,129,5
U074,82,4
U074,100,5
U075,92,5
U075,132,5
U075,138,5
U075,67,5
U075,131,4
U075,127,5
U075,62,5
U075,140,3
U075,75,2
U075,87,3
U075,58,3
U075,12,5
U075,102,5
U075,17,4
U075,90,3
U075,137,4
U075,7,5
U075,10,5
U075,33,4
U076,83,3
U076,96,5
U076,130,5
U076,42,3
U076,36,4
U076,13,3
U076,138,5
U076,20,4
U076,78,5
U076,40,5
U076,54,1
U076,66,5
U076,88,2
U076,98,5
U076,37,5
U076,77,3
U076,94,3
U076,30,2
U076,90,3
U076,108,5
U076,104,1
U076,100,5
U077,81,5
U077,75,3
U077,32,4
U077,148,5
U077,56,5
U077,85,4
U077,66,3
U077,29,4
U077,42,4
U077,14,5
U077,98,3
U077,13,5
U077,138,3
U077,121,4
U077,126,2
U077,39,4
U077,65,4
U077,134,4
U077,100,3
U077,84,5
U077,92,3
U077,80,5
U077,147,5
U077,76,4
U077,129,5
U078,114,3
U078,40,4
U078,56,2
U078,78,4
U078,117,4
U078,110,2
U078,27,3
U078,12,5
U078,82,3
U078,106,2
U078,84,3
U078,73,2
U078,50,1
U078,150,2
U078,5,5
U078,129,5
U078,146,3
U078,59,3
U078,75,3
U078,55,3
U078,17,4
U078,7,5
U078,130,5
U079,78,4
U079,143,5
U079,105,3
U079,8,2
U079,37,2
U079,36,3
U079,147,5
U079,116,5
U079,25,5
U079,74,4
U079,4,2
U079,123,4
U079,98,4
U079,106,2
U079,43,5
U079,119,5
U079,146,5
U079,80,5
U079,62,4
U079,39,4
U079,20,5
U079,16,3
U080,127,5
U080,70,5
U080,100,4
U080,139,2
U080,85,2
U080,28,2
U080,122,4
U080,44,3
U080,92,5
U080,64,4
U080,49,3
U080,136,4
U080,33,5
U080,118,3
U080,97,4
U080,106,3
U080,104,3
U080,71,5
U080,16,3
U080,115,5
U080,146,2
U080,128,4
U080,52,3
U080,95,5
U080,27,3
U081,64,5
U081,88,2
U081,138,5
U081,122,5
U081,23,3
U081,94,5
U081,76,3
U081,81,3
U081,84,3
U081,126,4
U081,33,5
U081,14,3
U081,38,5
U081,137,4
U081,52,3
U082,18,3
U082,71,4
U082,61,2
U082,37,2
U082,132,4
U082,72,5
U082,146,4
U082,100,3
U082,97,1
U082,88,3
U082,73,4
U082,80,5
U082,22,4
U082,42,3
U082,121,2
U082,115,5
U082,89,5
U082,25,5
U082,79,4
U082,84,5
U082,69,5
U083,36,5
U083,11,5
U083,90,3
U083,67,5
U083,54,1
U083,57,2
U083,142,3
U083,22,3
U083,107,4
U083,26,2
U083,49,1
U083,29,1
U083,74,1
U083,72,5
U083,143,3
U083,5,5
U083,115,3
U083,19,2
U083,87,2
U083,117,4
U083,14,3
U084,141,5
U084,12,5
U084,110,5
U084,68,3
U084,63,5
U084,71,3
U084,56,5
U084,123,2
U084,79,4
U084,60,5
U084,24,5
U084,147,5
U084,42,4
U084,70,2
U084,120,5
U084,103,5
U084,96,4
U084,125,4
U084,124,2
U084,82,5
U084,21,5
U084,81,5
U084,94,1
U084,99,5
U085,80,5
U085,32,4
U085,58,4
U085,85,5
U085,112,5
U085,82,5
U085,128,3
U085,36,3
U085,122,3
U085,77,5
U085,70,3
U085,27,4
U085,95,2
U085,146,4
U085,35,2
U085,100,3
U085,48,4
U085,41,2
U085,130,3
U085,115,5
U085,66,3
U085,87,5
U085,6,2
U085,81,5
U086,16,2
U086,11,3
U086,14,4
U086,5,3
U086,18,3
U086,128,2
U086,24,5
U086,1,3
U086,32,5
U086,70,3
U086,54,4
U086,85,5
U086,83,5
U086,145,5
U086,73,5
U086,60,5
U086,82,5
U087,117,4
U087,28,3
U087,42,4
U087,89,3
U087,21,3
U087,68,5
U087,15,3
U087,104,1
U087,75,3
U087,132,5
U087,14,3
U087,107,3
U087,23,2
U087,81,1
U087,4,4
U087,44,3
U087,26,2
U087,142,3
U087,120,2
U087,140,1
U087,60,3
U087,125,5
U087,27,2
U087,25,1
U088,144,3
U088,79,3
U088,24,3
U088,12,5
U088,10,5
U088,66,5
U088,100,4
U088,20,2
U088,36,5
U088,38,5
U088,149,4
U088,27,3
U088,142,3
U088,105,3
U088,35,5
U088,113,4
U088,145,3
U088,114,3
U088,94,5
U089,128,4
U089,122,3
U089,67,2
U089,148,5
U089,144,5
U089,134,4
U089,117,5
U089,47,5
U089,57,5
U089,74,4
U089,94,2
U089,83,5
U089,8,1
U089,120,4
U089,3,3
U089,132,5
U089,46,4
U089,27,4
U089,102,5
U089,69,5
U089,70,2
U089,41,4
U090,15,3
U090,36,4
U090,90,3
U090,139,2
U090,55,1
U090,8,5
U090,27,2
U090,26,3
U090,115,3
U090,122,4
U090,29,1
U090,38,5
U090,41,5
U090,125,5
U090,134,2
U090,86,3
U090,84,3
U090,116,3
U090,42,4
U091,73,3
U091,129,5
U091,49,2
U091,62,5
U091,82,4
U091,35,5
U091,148,4
U091,10,5
U091,81,3
U091,122,4
U091,22,3
U091,140,3
U091,42,4
U091,150,2
U091,105,3
U091,128,5
U091,52,2
U091,2,5
U092,96,3
U092,87,5
U092,130,3
U092,31,3
U092,65,4
U092,122,3
U092,97,2
U092,114,5
U092,60,5
U092,106,3
U092,47,5
U092,93,3
U092,111,5
U092,30,4
U092,135,4
U092,4,2
U093,82,3
U093,148,3
U093,137,4
U093,126,5
U093,140,3
U093,130,5
U093,112,3
U093,27,3
U093,79,3
U093,74,2
U093,86,3
U093,61,5
U093,78,5
U093,69,5
U093,70,5
U093,107,2
U094,45,4
U094,127,3
U094,86,4
U094,31,3
U094,20,5
U094,60,5
U094,94,1
U094,54,5
U094,129,5
U094,58,4
U094,77,5
U094,8,2
U094,5,3
U094,116,5
U094,84,4
U094,133,4
U095,93,5
U095,76,3
U095,26,2
U095,88,2
U095,120,3
U095,39,5
U095,101,5
U095,141,2
U095,85,1
U095,69,5
U095,32,5
U095,31,5
U095,96,4
U095,34,4
U095,33,5
U095,30,1
U095,48,4
U095,132,5
U095,83,4
U095,21,4
U095,142,3
U095,1,4
U096,15,3
U096,26,3
U096,114,4
U096,84,2
U096,85,2
U096,7,5
U096,108,5
U096,116,3
U096,71,4
U096,121,4
U096,107,4
U096,55,2
U096,120,3
U096,139,3
U096,20,4
U096,88,2
U097,41,4
U097,132,4
U097,43,5
U097,120,4
U097,64,2
U097,94,1
U097,53,4
U097,69,5
U097,137,5
U097,77,5
U097,88,5
U097,104,3
U097,32,4
U097,125,3
U097,122,3
U097,37,2
U097,113,5
U097,150,5
U097,35,4
U097,103,5
U097,149,5
U097,93,4
U097,40,2
U098,125,5
U098,74,3
U098,103,2
U098,11,5
U098,143,3
U098,94,5
U098,148,3
U098,1,4
U098,19,4
U098,108,5
U098,142,3
U098,111,3
U098,79,3
U098,31,5
U098,114,3
U098,110,3
U098,15,3
U098,9,4
U098,99,5
U098,115,3
U098,14,3
U098,36,5
U098,62,5
U098,76,3
U098,7,5
U099,50,1
U099,94,4
U099,67,4
U099,147,3
U099,145,3
U099,119,4
U099,141,1
U099,100,5
U099,85,1
U099,137,3
U099,75,3
U099,81,2
U099,73,3
U099,77,5
U099,7,5
U100,19,5
U100,44,5
U100,61,3
U100,112,5
U100,29,4
U100,64,1
U100,109,4
U100,104,4
U100,95,3
U100,148,5
U100,60,5
U100,20,5
U100,10,4
U100,147,5
U100,1,3
U100,16,2
U100,46,4
U100,12,4
U100,79,4
U100,111,5
U100,27,4
U100,50,5
